scaffold_id	locus	v_calls	j_calls	n_pad
TRA_11465	TRA	TRAV10N*01	TRAJ21*01	0
TRA_11466	TRA	TRAV10N*01	TRAJ4*02	0
TRA_11467	TRA	TRAV10N*01	TRAJ43*02	0
TRA_11468	TRA	TRAV10D*03	TRAJ13*01	0
TRA_11469	TRA	TRAV10D*03	TRAJ22*01	0
TRA_11470	TRA	TRAV10D*03	TRAJ15*01	0
TRA_11471	TRA	TRAV10D*03	TRAJ52*01	0
TRA_11472	TRA	TRAV10D*03	TRAJ26*01	0
TRA_11473	TRA	TRAV10D*03	TRAJ25*02	0
TRA_11474	TRA	TRAV10D*03	TRAJ25*01	0
TRA_11475	TRA	TRAV10D*03	TRAJ43*01	0
TRA_11476	TRA	TRAV10D*03	TRAJ35*02	0
TRA_11477	TRA	TRAV10D*03	TRAJ53*01	0
TRA_11478	TRA	TRAV10D*03	TRAJ31*02	0
TRA_11479	TRA	TRAV10D*03	TRAJ31*01	0
TRA_11480	TRA	TRAV10D*03	TRAJ29*01	0
TRA_11481	TRA	TRAV10D*03	TRAJ6*01	1
TRA_11482	TRA	TRAV10D*03	TRAJ49*01	1
TRA_11483	TRA	TRAV10D*03	TRAJ45*02	1
TRA_11484	TRA	TRAV10D*03	TRAJ32*02	1
TRA_11485	TRA	TRAV10D*03	TRAJ35*01	1
TRA_11486	TRA	TRAV10D*03	TRAJ7*01	1
TRA_11487	TRA	TRAV10D*03	TRAJ5*01	1
TRA_11488	TRA	TRAV10D*03	TRAJ12*01	1
TRA_11489	TRA	TRAV10D*03	TRAJ41*01	1
TRA_11490	TRA	TRAV10D*03	TRAJ42*01	2
TRA_11491	TRA	TRAV10D*03	TRAJ9*02	2
TRA_11492	TRA	TRAV10D*03	TRAJ9*01	2
TRA_11493	TRA	TRAV10D*03	TRAJ19*01	2
TRA_11494	TRA	TRAV10D*03	TRAJ16*01	2
TRA_11495	TRA	TRAV10D*03	TRAJ48*01	2
TRA_11496	TRA	TRAV10D*03	TRAJ12*02	2
TRA_11497	TRA	TRAV10D*03	TRAJ40*01	2
TRA_11498	TRA	TRAV10D*03	TRAJ44*01	2
TRA_11499	TRA	TRAV10D*03	TRAJ42*02	2
TRA_11500	TRA	TRAV10D*03	TRAJ34*02	2
TRA_11501	TRA	TRAV10D*03	TRAJ34*01	2
TRA_11503	TRA	TRAV10D*03	TRAJ24*02	2
TRA_11504	TRA	TRAV10D*03	TRAJ27*01	1
TRA_11505	TRA	TRAV10D*03	TRAJ38*01	1
TRA_11506	TRA	TRAV10D*03	TRAJ28*01	1
TRA_11507	TRA	TRAV10D*03	TRAJ24*01	1
TRA_11508	TRA	TRAV10D*03	TRAJ30*01	1
TRA_11509	TRA	TRAV10D*03	TRAJ11*01	1
TRA_11510	TRA	TRAV10D*03	TRAJ37*01	0
TRA_11511	TRA	TRAV10D*03	TRAJ18*01	0
TRA_11512	TRA	TRAV10D*03	TRAJ50*01	0
TRA_11513	TRA	TRAV10D*03	TRAJ21*02	0
TRA_11514	TRA	TRAV10D*03	TRAJ39*01	0
TRA_11515	TRA	TRAV10D*03	TRAJ45*01	0
TRA_11516	TRA	TRAV10D*03	TRAJ2*01	0
TRA_11517	TRA	TRAV10D*03	TRAJ57*01	0
TRA_11518	TRA	TRAV10D*03	TRAJ23*01	0
TRA_11519	TRA	TRAV10D*03	TRAJ32*01	0
TRA_11520	TRA	TRAV10D*03	TRAJ17*01	0
TRA_11521	TRA	TRAV10D*03	TRAJ47*01	0
TRA_11522	TRA	TRAV10D*03	TRAJ58*01	0
TRA_11523	TRA	TRAV10D*03	TRAJ47*02	0
TRA_11524	TRA	TRAV10D*03	TRAJ33*01	0
TRA_11525	TRA	TRAV10D*03	TRAJ56*01	0
TRA_11526	TRA	TRAV10D*03	TRAJ21*01	0
TRA_11527	TRA	TRAV10D*03	TRAJ4*02	0
TRA_11528	TRA	TRAV10D*03	TRAJ43*02	0
TRA_11529	TRA	TRAV10*01	TRAJ13*01	0
TRA_11530	TRA	TRAV10*01	TRAJ22*01	0
TRA_11531	TRA	TRAV10*01	TRAJ15*01	0
TRA_11532	TRA	TRAV10*01	TRAJ52*01	0
TRA_11533	TRA	TRAV10*01	TRAJ26*01	0
TRA_11534	TRA	TRAV10*01	TRAJ25*02	0
TRA_11535	TRA	TRAV10*01	TRAJ25*01	0
TRA_11536	TRA	TRAV10*01	TRAJ43*01	0
TRA_11537	TRA	TRAV10*01	TRAJ35*02	0
TRA_11538	TRA	TRAV10*01	TRAJ53*01	0
TRA_11539	TRA	TRAV10*01	TRAJ31*02	0
TRA_11540	TRA	TRAV10*01	TRAJ31*01	0
TRA_11541	TRA	TRAV10*01	TRAJ29*01	0
TRA_11542	TRA	TRAV10*01	TRAJ6*01	1
TRA_11543	TRA	TRAV10*01	TRAJ49*01	1
TRA_11544	TRA	TRAV10*01	TRAJ45*02	1
TRA_11545	TRA	TRAV10*01	TRAJ32*02	1
TRA_11546	TRA	TRAV10*01	TRAJ35*01	1
TRA_11547	TRA	TRAV10*01	TRAJ7*01	1
TRA_11548	TRA	TRAV10*01	TRAJ5*01	1
TRA_11549	TRA	TRAV10*01	TRAJ12*01	1
TRA_11550	TRA	TRAV10*01	TRAJ41*01	1
TRA_11551	TRA	TRAV10*01	TRAJ42*01	2
TRA_11552	TRA	TRAV10*01	TRAJ9*02	2
TRA_11553	TRA	TRAV10*01	TRAJ9*01	2
TRA_11554	TRA	TRAV10*01	TRAJ19*01	2
TRA_11555	TRA	TRAV10*01	TRAJ16*01	2
TRA_11556	TRA	TRAV10*01	TRAJ48*01	2
TRA_11557	TRA	TRAV10*01	TRAJ12*02	2
TRA_11558	TRA	TRAV10*01	TRAJ40*01	2
TRA_11559	TRA	TRAV10*01	TRAJ44*01	2
TRA_11560	TRA	TRAV10*01	TRAJ42*02	2
TRA_11561	TRA	TRAV10*01	TRAJ34*02	2
TRA_11562	TRA	TRAV10*01	TRAJ34*01	2
TRA_11564	TRA	TRAV10*01	TRAJ24*02	2
TRA_11565	TRA	TRAV10*01	TRAJ27*01	1
TRA_11566	TRA	TRAV10*01	TRAJ38*01	1
TRA_11567	TRA	TRAV10*01	TRAJ28*01	1
TRA_11568	TRA	TRAV10*01	TRAJ24*01	1
TRA_11569	TRA	TRAV10*01	TRAJ30*01	1
TRA_11570	TRA	TRAV10*01	TRAJ11*01	1
TRA_11571	TRA	TRAV10*01	TRAJ37*01	0
TRA_11572	TRA	TRAV10*01	TRAJ18*01	0
TRA_11573	TRA	TRAV10*01	TRAJ50*01	0
TRA_11574	TRA	TRAV10*01	TRAJ21*02	0
TRA_11575	TRA	TRAV10*01	TRAJ39*01	0
TRA_11576	TRA	TRAV10*01	TRAJ45*01	0
TRA_11577	TRA	TRAV10*01	TRAJ2*01	0
TRA_11578	TRA	TRAV10*01	TRAJ57*01	0
TRA_11579	TRA	TRAV10*01	TRAJ23*01	0
TRA_11580	TRA	TRAV10*01	TRAJ32*01	0
TRA_11581	TRA	TRAV10*01	TRAJ17*01	0
TRA_11582	TRA	TRAV10*01	TRAJ47*01	0
TRA_11583	TRA	TRAV10*01	TRAJ58*01	0
TRA_11584	TRA	TRAV10*01	TRAJ47*02	0
TRA_11585	TRA	TRAV10*01	TRAJ33*01	0
TRA_11586	TRA	TRAV10*01	TRAJ56*01	0
TRA_11587	TRA	TRAV10*01	TRAJ21*01	0
TRA_11588	TRA	TRAV10*01	TRAJ4*02	0
TRA_11589	TRA	TRAV10*01	TRAJ43*02	0
TRA_11590	TRA	TRAV10*03	TRAJ42*01	0
TRA_11591	TRA	TRAV10*03	TRAJ9*02	0
TRA_11592	TRA	TRAV10*03	TRAJ9*01	0
TRA_11593	TRA	TRAV10*03	TRAJ19*01	0
TRA_11594	TRA	TRAV10*03	TRAJ16*01	0
TRA_11595	TRA	TRAV10*03	TRAJ48*01	0
TRA_11596	TRA	TRAV10*03	TRAJ12*02	0
TRA_11597	TRA	TRAV10*03	TRAJ40*01	0
TRA_11598	TRA	TRAV10*03	TRAJ44*01	0
TRA_11599	TRA	TRAV10*03	TRAJ13*01	1
TRA_11600	TRA	TRAV10*03	TRAJ22*01	1
TRA_11601	TRA	TRAV10*03	TRAJ15*01	1
TRA_11602	TRA	TRAV10*03	TRAJ52*01	1
TRA_11603	TRA	TRAV10*03	TRAJ26*01	1
TRA_11604	TRA	TRAV10*03	TRAJ25*02	1
TRA_11605	TRA	TRAV10*03	TRAJ25*01	1
TRA_11606	TRA	TRAV10*03	TRAJ43*01	1
TRA_11607	TRA	TRAV10*03	TRAJ35*02	1
TRA_11608	TRA	TRAV10*03	TRAJ53*01	1
TRA_11609	TRA	TRAV10*03	TRAJ31*02	1
TRA_11610	TRA	TRAV10*03	TRAJ31*01	1
TRA_11611	TRA	TRAV10*03	TRAJ29*01	1
TRA_11612	TRA	TRAV10*03	TRAJ6*01	2
TRA_11613	TRA	TRAV10*03	TRAJ49*01	2
TRA_11614	TRA	TRAV10*03	TRAJ45*02	2
TRA_11615	TRA	TRAV10*03	TRAJ32*02	2
TRA_11616	TRA	TRAV10*03	TRAJ35*01	2
TRA_11617	TRA	TRAV10*03	TRAJ7*01	2
TRA_11618	TRA	TRAV10*03	TRAJ5*01	2
TRA_11619	TRA	TRAV10*03	TRAJ12*01	2
TRA_11620	TRA	TRAV10*03	TRAJ41*01	2
TRA_11621	TRA	TRAV10*03	TRAJ27*01	2
TRA_11622	TRA	TRAV10*03	TRAJ38*01	2
TRA_11623	TRA	TRAV10*03	TRAJ28*01	2
TRA_11624	TRA	TRAV10*03	TRAJ24*01	2
TRA_11625	TRA	TRAV10*03	TRAJ30*01	2
TRA_11626	TRA	TRAV10*03	TRAJ11*01	2
TRA_11627	TRA	TRAV10*03	TRAJ37*01	1
TRA_11628	TRA	TRAV10*03	TRAJ18*01	1
TRA_11629	TRA	TRAV10*03	TRAJ50*01	1
TRA_11630	TRA	TRAV10*03	TRAJ21*02	1
TRA_11631	TRA	TRAV10*03	TRAJ39*01	1
TRA_11632	TRA	TRAV10*03	TRAJ45*01	1
TRA_11633	TRA	TRAV10*03	TRAJ2*01	1
TRA_11634	TRA	TRAV10*03	TRAJ57*01	1
TRA_11635	TRA	TRAV10*03	TRAJ23*01	1
TRA_11636	TRA	TRAV10*03	TRAJ32*01	1
TRA_11637	TRA	TRAV10*03	TRAJ17*01	1
TRA_11638	TRA	TRAV10*03	TRAJ47*01	1
TRA_11639	TRA	TRAV10*03	TRAJ58*01	1
TRA_11640	TRA	TRAV10*03	TRAJ47*02	1
TRA_11641	TRA	TRAV10*03	TRAJ33*01	1
TRA_11642	TRA	TRAV10*03	TRAJ56*01	1
TRA_11643	TRA	TRAV10*03	TRAJ21*01	1
TRA_11644	TRA	TRAV10*03	TRAJ4*02	1
TRA_11645	TRA	TRAV10*03	TRAJ43*02	1
TRA_11646	TRA	TRAV10*03	TRAJ42*02	0
TRA_11647	TRA	TRAV10*03	TRAJ34*02	0
TRA_11648	TRA	TRAV10*03	TRAJ34*01	0
TRA_11650	TRA	TRAV10*03	TRAJ24*02	0
TRA_11651	TRA	TRAV10*02	TRAJ13*01	0
TRA_11652	TRA	TRAV10*02	TRAJ22*01	0
TRA_11653	TRA	TRAV10*02	TRAJ15*01	0
TRA_11654	TRA	TRAV10*02	TRAJ52*01	0
TRA_11655	TRA	TRAV10*02	TRAJ26*01	0
TRA_11656	TRA	TRAV10*02	TRAJ25*02	0
TRA_11657	TRA	TRAV10*02	TRAJ25*01	0
TRA_11658	TRA	TRAV10*02	TRAJ43*01	0
TRA_11659	TRA	TRAV10*02	TRAJ35*02	0
TRA_11660	TRA	TRAV10*02	TRAJ53*01	0
TRA_11661	TRA	TRAV10*02	TRAJ31*02	0
TRA_11662	TRA	TRAV10*02	TRAJ31*01	0
TRA_11663	TRA	TRAV10*02	TRAJ29*01	0
TRA_11664	TRA	TRAV10*02	TRAJ6*01	1
TRA_11665	TRA	TRAV10*02	TRAJ49*01	1
TRA_11666	TRA	TRAV10*02	TRAJ45*02	1
TRA_11667	TRA	TRAV10*02	TRAJ32*02	1
TRA_11668	TRA	TRAV10*02	TRAJ35*01	1
TRA_11669	TRA	TRAV10*02	TRAJ7*01	1
TRA_11670	TRA	TRAV10*02	TRAJ5*01	1
TRA_11671	TRA	TRAV10*02	TRAJ12*01	1
TRA_11672	TRA	TRAV10*02	TRAJ41*01	1
TRA_11673	TRA	TRAV10*02	TRAJ42*01	2
TRA_11674	TRA	TRAV10*02	TRAJ9*02	2
TRA_11675	TRA	TRAV10*02	TRAJ9*01	2
TRA_11676	TRA	TRAV10*02	TRAJ19*01	2
TRA_11677	TRA	TRAV10*02	TRAJ16*01	2
TRA_11678	TRA	TRAV10*02	TRAJ48*01	2
TRA_11679	TRA	TRAV10*02	TRAJ12*02	2
TRA_11680	TRA	TRAV10*02	TRAJ40*01	2
TRA_11681	TRA	TRAV10*02	TRAJ44*01	2
TRA_11682	TRA	TRAV10*02	TRAJ42*02	2
TRA_11683	TRA	TRAV10*02	TRAJ34*02	2
TRA_11684	TRA	TRAV10*02	TRAJ34*01	2
TRA_11686	TRA	TRAV10*02	TRAJ24*02	2
TRA_11687	TRA	TRAV10*02	TRAJ27*01	1
TRA_11688	TRA	TRAV10*02	TRAJ38*01	1
TRA_11689	TRA	TRAV10*02	TRAJ28*01	1
TRA_11690	TRA	TRAV10*02	TRAJ24*01	1
TRA_11691	TRA	TRAV10*02	TRAJ30*01	1
TRA_11692	TRA	TRAV10*02	TRAJ11*01	1
TRA_11693	TRA	TRAV10*02	TRAJ37*01	0
TRA_11694	TRA	TRAV10*02	TRAJ18*01	0
TRA_11695	TRA	TRAV10*02	TRAJ50*01	0
TRA_11696	TRA	TRAV10*02	TRAJ21*02	0
TRA_11697	TRA	TRAV10*02	TRAJ39*01	0
TRA_11698	TRA	TRAV10*02	TRAJ45*01	0
TRA_11699	TRA	TRAV10*02	TRAJ2*01	0
TRA_11700	TRA	TRAV10*02	TRAJ57*01	0
TRA_11701	TRA	TRAV10*02	TRAJ23*01	0
TRA_11702	TRA	TRAV10*02	TRAJ32*01	0
TRA_11703	TRA	TRAV10*02	TRAJ17*01	0
TRA_11704	TRA	TRAV10*02	TRAJ47*01	0
TRA_11705	TRA	TRAV10*02	TRAJ58*01	0
TRA_11706	TRA	TRAV10*02	TRAJ47*02	0
TRA_11707	TRA	TRAV10*02	TRAJ33*01	0
TRA_11708	TRA	TRAV10*02	TRAJ56*01	0
TRA_11709	TRA	TRAV10*02	TRAJ21*01	0
TRA_11710	TRA	TRAV10*02	TRAJ4*02	0
TRA_11711	TRA	TRAV10*02	TRAJ43*02	0
TRA_11712	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ13*01	0
TRA_11713	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ22*01	0
TRA_11714	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ15*01	0
TRA_11715	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ52*01	0
TRA_11716	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ26*01	0
TRA_11717	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ25*02	0
TRA_11718	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ25*01	0
TRA_11719	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ43*01	0
TRA_11720	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ35*02	0
TRA_11721	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ53*01	0
TRA_11722	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ31*02	0
TRA_11723	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ31*01	0
TRA_11724	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ29*01	0
TRA_11725	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ6*01	1
TRA_11726	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ49*01	1
TRA_11727	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ45*02	1
TRA_11728	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ32*02	1
TRA_11729	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ35*01	1
TRA_11730	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ7*01	1
TRA_11731	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ5*01	1
TRA_11732	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ12*01	1
TRA_11733	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ41*01	1
TRA_11734	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ42*01	2
TRA_11735	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ9*02	2
TRA_11736	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ9*01	2
TRA_11737	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ19*01	2
TRA_11738	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ16*01	2
TRA_11739	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ48*01	2
TRA_11740	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ12*02	2
TRA_11741	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ40*01	2
TRA_11742	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ44*01	2
TRA_11743	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ42*02	2
TRA_11744	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ34*02	2
TRA_11745	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ34*01	2
TRA_11747	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ24*02	2
TRA_11748	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ27*01	1
TRA_11749	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ38*01	1
TRA_11750	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ28*01	1
TRA_11751	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ24*01	1
TRA_11752	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ30*01	1
TRA_11753	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ11*01	1
TRA_11754	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ37*01	0
TRA_11755	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ18*01	0
TRA_11756	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ50*01	0
TRA_11757	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ21*02	0
TRA_11758	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ39*01	0
TRA_11759	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ45*01	0
TRA_11760	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ2*01	0
TRA_11761	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ57*01	0
TRA_11762	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ23*01	0
TRA_11763	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ32*01	0
TRA_11764	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ17*01	0
TRA_11765	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ47*01	0
TRA_11766	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ58*01	0
TRA_11767	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ47*02	0
TRA_11768	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ33*01	0
TRA_11769	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ56*01	0
TRA_11770	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ21*01	0
TRA_11771	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ4*02	0
TRA_11772	TRA	TRAV4-3*03,TRAV4D-3*03	TRAJ43*02	0
TRA_11773	TRA	TRAV4D-3*04	TRAJ13*01	0
TRA_11774	TRA	TRAV4D-3*04	TRAJ22*01	0
TRA_11775	TRA	TRAV4D-3*04	TRAJ15*01	0
TRA_11776	TRA	TRAV4D-3*04	TRAJ52*01	0
TRA_11777	TRA	TRAV4D-3*04	TRAJ26*01	0
TRA_11778	TRA	TRAV4D-3*04	TRAJ25*02	0
TRA_11779	TRA	TRAV4D-3*04	TRAJ25*01	0
TRA_11780	TRA	TRAV4D-3*04	TRAJ43*01	0
TRA_11781	TRA	TRAV4D-3*04	TRAJ35*02	0
TRA_11782	TRA	TRAV4D-3*04	TRAJ53*01	0
TRA_11783	TRA	TRAV4D-3*04	TRAJ31*02	0
TRA_11784	TRA	TRAV4D-3*04	TRAJ31*01	0
TRA_11785	TRA	TRAV4D-3*04	TRAJ29*01	0
TRA_11786	TRA	TRAV4D-3*04	TRAJ6*01	1
TRA_11787	TRA	TRAV4D-3*04	TRAJ49*01	1
TRA_11788	TRA	TRAV4D-3*04	TRAJ45*02	1
TRA_11789	TRA	TRAV4D-3*04	TRAJ32*02	1
TRA_11790	TRA	TRAV4D-3*04	TRAJ35*01	1
TRA_11791	TRA	TRAV4D-3*04	TRAJ7*01	1
TRA_11792	TRA	TRAV4D-3*04	TRAJ5*01	1
TRA_11793	TRA	TRAV4D-3*04	TRAJ12*01	1
TRA_11794	TRA	TRAV4D-3*04	TRAJ41*01	1
TRA_11795	TRA	TRAV4D-3*04	TRAJ42*01	2
TRA_11796	TRA	TRAV4D-3*04	TRAJ9*02	2
TRA_11797	TRA	TRAV4D-3*04	TRAJ9*01	2
TRA_11798	TRA	TRAV4D-3*04	TRAJ19*01	2
TRA_11799	TRA	TRAV4D-3*04	TRAJ16*01	2
TRA_11800	TRA	TRAV4D-3*04	TRAJ48*01	2
TRA_11801	TRA	TRAV4D-3*04	TRAJ12*02	2
TRA_11802	TRA	TRAV4D-3*04	TRAJ40*01	2
TRA_11803	TRA	TRAV4D-3*04	TRAJ44*01	2
TRA_11804	TRA	TRAV4D-3*04	TRAJ42*02	2
TRA_11805	TRA	TRAV4D-3*04	TRAJ34*02	2
TRA_11806	TRA	TRAV4D-3*04	TRAJ34*01	2
TRA_11808	TRA	TRAV4D-3*04	TRAJ24*02	2
TRA_11809	TRA	TRAV4D-3*04	TRAJ27*01	1
TRA_11810	TRA	TRAV4D-3*04	TRAJ38*01	1
TRA_11811	TRA	TRAV4D-3*04	TRAJ28*01	1
TRA_11812	TRA	TRAV4D-3*04	TRAJ24*01	1
TRA_11813	TRA	TRAV4D-3*04	TRAJ30*01	1
TRA_11814	TRA	TRAV4D-3*04	TRAJ11*01	1
TRA_11815	TRA	TRAV4D-3*04	TRAJ37*01	0
TRA_11816	TRA	TRAV4D-3*04	TRAJ18*01	0
TRA_11817	TRA	TRAV4D-3*04	TRAJ50*01	0
TRA_11818	TRA	TRAV4D-3*04	TRAJ21*02	0
TRA_11819	TRA	TRAV4D-3*04	TRAJ39*01	0
TRA_11820	TRA	TRAV4D-3*04	TRAJ45*01	0
TRA_11821	TRA	TRAV4D-3*04	TRAJ2*01	0
TRA_11822	TRA	TRAV4D-3*04	TRAJ57*01	0
TRA_11823	TRA	TRAV4D-3*04	TRAJ23*01	0
TRA_11824	TRA	TRAV4D-3*04	TRAJ32*01	0
TRA_11825	TRA	TRAV4D-3*04	TRAJ17*01	0
TRA_11826	TRA	TRAV4D-3*04	TRAJ47*01	0
TRA_11827	TRA	TRAV4D-3*04	TRAJ58*01	0
TRA_11828	TRA	TRAV4D-3*04	TRAJ47*02	0
TRA_11829	TRA	TRAV4D-3*04	TRAJ33*01	0
TRA_11830	TRA	TRAV4D-3*04	TRAJ56*01	0
TRA_11831	TRA	TRAV4D-3*04	TRAJ21*01	0
TRA_11832	TRA	TRAV4D-3*04	TRAJ4*02	0
TRA_11833	TRA	TRAV4D-3*04	TRAJ43*02	0
TRA_11834	TRA	TRAV4D-3*01	TRAJ13*01	0
TRA_11835	TRA	TRAV4D-3*01	TRAJ22*01	0
TRA_11836	TRA	TRAV4D-3*01	TRAJ15*01	0
TRA_11837	TRA	TRAV4D-3*01	TRAJ52*01	0
TRA_11838	TRA	TRAV4D-3*01	TRAJ26*01	0
TRA_11839	TRA	TRAV4D-3*01	TRAJ25*02	0
TRA_11840	TRA	TRAV4D-3*01	TRAJ25*01	0
TRA_11841	TRA	TRAV4D-3*01	TRAJ43*01	0
TRA_11842	TRA	TRAV4D-3*01	TRAJ35*02	0
TRA_11843	TRA	TRAV4D-3*01	TRAJ53*01	0
TRA_11844	TRA	TRAV4D-3*01	TRAJ31*02	0
TRA_11845	TRA	TRAV4D-3*01	TRAJ31*01	0
TRA_11846	TRA	TRAV4D-3*01	TRAJ29*01	0
TRA_11847	TRA	TRAV4D-3*01	TRAJ6*01	1
TRA_11848	TRA	TRAV4D-3*01	TRAJ49*01	1
TRA_11849	TRA	TRAV4D-3*01	TRAJ45*02	1
TRA_11850	TRA	TRAV4D-3*01	TRAJ32*02	1
TRA_11851	TRA	TRAV4D-3*01	TRAJ35*01	1
TRA_11852	TRA	TRAV4D-3*01	TRAJ7*01	1
TRA_11853	TRA	TRAV4D-3*01	TRAJ5*01	1
TRA_11854	TRA	TRAV4D-3*01	TRAJ12*01	1
TRA_11855	TRA	TRAV4D-3*01	TRAJ41*01	1
TRA_11856	TRA	TRAV4D-3*01	TRAJ42*01	2
TRA_11857	TRA	TRAV4D-3*01	TRAJ9*02	2
TRA_11858	TRA	TRAV4D-3*01	TRAJ9*01	2
TRA_11859	TRA	TRAV4D-3*01	TRAJ19*01	2
TRA_11860	TRA	TRAV4D-3*01	TRAJ16*01	2
TRA_11861	TRA	TRAV4D-3*01	TRAJ48*01	2
TRA_11862	TRA	TRAV4D-3*01	TRAJ12*02	2
TRA_11863	TRA	TRAV4D-3*01	TRAJ40*01	2
TRA_11864	TRA	TRAV4D-3*01	TRAJ44*01	2
TRA_11865	TRA	TRAV4D-3*01	TRAJ42*02	2
TRA_11866	TRA	TRAV4D-3*01	TRAJ34*02	2
TRA_11867	TRA	TRAV4D-3*01	TRAJ34*01	2
TRA_11869	TRA	TRAV4D-3*01	TRAJ24*02	2
TRA_11870	TRA	TRAV4D-3*01	TRAJ27*01	1
TRA_11871	TRA	TRAV4D-3*01	TRAJ38*01	1
TRA_11872	TRA	TRAV4D-3*01	TRAJ28*01	1
TRA_11873	TRA	TRAV4D-3*01	TRAJ24*01	1
TRA_11874	TRA	TRAV4D-3*01	TRAJ30*01	1
TRA_11875	TRA	TRAV4D-3*01	TRAJ11*01	1
TRA_11876	TRA	TRAV4D-3*01	TRAJ37*01	0
TRA_11877	TRA	TRAV4D-3*01	TRAJ18*01	0
TRA_11878	TRA	TRAV4D-3*01	TRAJ50*01	0
TRA_11879	TRA	TRAV4D-3*01	TRAJ21*02	0
TRA_11880	TRA	TRAV4D-3*01	TRAJ39*01	0
TRA_11881	TRA	TRAV4D-3*01	TRAJ45*01	0
TRA_11882	TRA	TRAV4D-3*01	TRAJ2*01	0
TRA_11883	TRA	TRAV4D-3*01	TRAJ57*01	0
TRA_11884	TRA	TRAV4D-3*01	TRAJ23*01	0
TRA_11885	TRA	TRAV4D-3*01	TRAJ32*01	0
TRA_11886	TRA	TRAV4D-3*01	TRAJ17*01	0
TRA_11887	TRA	TRAV4D-3*01	TRAJ47*01	0
TRA_11888	TRA	TRAV4D-3*01	TRAJ58*01	0
TRA_11889	TRA	TRAV4D-3*01	TRAJ47*02	0
TRA_11890	TRA	TRAV4D-3*01	TRAJ33*01	0
TRA_11891	TRA	TRAV4D-3*01	TRAJ56*01	0
TRA_11892	TRA	TRAV4D-3*01	TRAJ21*01	0
TRA_11893	TRA	TRAV4D-3*01	TRAJ4*02	0
TRA_11894	TRA	TRAV4D-3*01	TRAJ43*02	0
TRA_11895	TRA	TRAV4D-3*06,TRAV4N-3*01	TRAJ13*01	0
